CustomerId,PurchaseDate,Product,Price
6563,2022-09-17,Laptop,2556$
6569,2022-09-17,Vacuum cleaner,245
6598,2022-09-17,Phone,1058
6604,2022-09-17,coffee machine,1501
6619,2022-09-17,Vacuum cleaner,730
6626,2022-09-17,Phone,753
6633,2022-09-17,Phone,1288$
6650,2022-09-17,Phone,166
6658,2022-09-17,TV,1159
6664,2022-09-17,Vacuum cleaner,146
6667,2022-09-17,TV,1788
6673,2022-09-17,Microwave oven,173
6678,2022-09-17,Phone,1204$
6704,2022-09-17,Vacuum cleaner,323
6730,2022-09-17,coffee machine,3915$
6747,2022-09-17,Phone,890
6771,2022-09-17,Microwave oven,295
6776,2022-09-17,TV,1904$
6784,2022-09-17,Laptop,3367
6796,2022-09-17,Microwave oven,220$
6805,2022-09-17,Vacuum cleaner,658
6841,2022-09-17,Laptop,2321
6848,2022-09-17,Microwave oven,474
6861,2022-09-17,Laptop,980
6869,2022-09-17,Microwave oven,521$
6875,2022-09-17,Microwave oven,255
6876,2022-09-17,Phone,1236
6877,2022-09-17,Microwave oven,141
6877,2022-09-17,TV,1215
6908,2022-09-17,Phone,1187
6948,2022-09-17,TV,1674
7005,2022-09-17,Phone,1346
7040,2022-09-17,TV,2156
7089,2022-09-17,Microwave oven,545
7108,2022-09-17,Laptop,2729
7132,2022-09-17,Microwave oven,172$
7134,2022-09-17,Vacuum cleaner,370$
7154,2022-09-17,Microwave oven,406
7155,2022-09-17,Microwave oven,101
7160,2022-09-17,Microwave oven,427
7178,2022-09-17,coffee machine,1025
7265,2022-09-17,coffee machine,4738
7266,2022-09-17,TV,794
7308,2022-09-17,Laptop,1001
7321,2022-09-17,Microwave oven,447$
7323,2022-09-17,Phone,604
7367,2022-09-17,Laptop,3273$
7380,2022-09-17,Microwave oven,179
7386,2022-09-17,coffee machine,1699
7403,2022-09-17,Laptop,894$
7420,2022-09-17,coffee machine,1829
7447,2022-09-17,Microwave oven,467
7452,2022-09-17,Phone,729
7460,2022-09-17,Phone,941
7461,2022-09-17,coffee machine,4001
7473,2022-09-17,Vacuum cleaner,430
7482,2022-09-17,Vacuum cleaner,119
7485,2022-09-17,Microwave oven,319$
7531,2022-09-17,Laptop,1238
7565,2022-09-17,Microwave oven,314
7635,2022-09-17,Laptop,2040
7703,2022-09-17,Microwave oven,271
7704,2022-09-17,coffee machine,880
7778,2022-09-17,Phone,224
7833,2022-09-17,Laptop,682
7862,2022-09-17,Laptop,1229
7882,2022-09-17,Phone,928
7890,2022-09-17,Phone,1270
7914,2022-09-17,Laptop,2610
7935,2022-09-17,Phone,456
7939,2022-09-17,Phone,812
7972,2022-09-17,coffee machine,1369
8021,2022-09-17,Phone,919
8034,2022-09-17,Microwave oven,313
8037,2022-09-17,Phone,1040
8072,2022-09-17,coffee machine,1968$
8082,2022-09-17,Microwave oven,248
8089,2022-09-17,Laptop,799
8111,2022-09-17,Vacuum cleaner,519
8118,2022-09-17,Laptop,1113
8126,2022-09-17,coffee machine,1174
8178,2022-09-17,Microwave oven,590
8186,2022-09-17,Phone,1229
8188,2022-09-17,coffee machine,3923
8197,2022-09-17,Laptop,1359$
8270,2022-09-17,coffee machine,4822
8278,2022-09-17,Microwave oven,261
8313,2022-09-17,Phone,915
8319,2022-09-17,coffee machine,3875
8387,2022-09-17,Microwave oven,574
8414,2022-09-17,Laptop,2711
8414,2022-09-17,Laptop,2668$
8449,2022-09-17,Microwave oven,595
8459,2022-09-17,Laptop,3108
8471,2022-09-17,Microwave oven,409$
8495,2022-09-17,Phone,878
8506,2022-09-17,Laptop,1187
8522,2022-09-17,Laptop,1244
8541,2022-09-17,Vacuum cleaner,534
8544,2022-09-17,Vacuum cleaner,592
8556,2022-09-17,Phone,332
8556,2022-09-17,coffee machine,457
8586,2022-09-17,Laptop,2998
8597,2022-09-17,Phone,1428
8662,2022-09-17,coffee machine,475
8665,2022-09-17,Microwave oven,336$
8666,2022-09-17,Vacuum cleaner,393$
8711,2022-09-17,coffee machine,765
8752,2022-09-17,Phone,376
8776,2022-09-17,coffee machine,1585
8795,2022-09-17,coffee machine,266$
8898,2022-09-17,coffee machine,2799$
8931,2022-09-17,coffee machine,4177
8931,2022-09-17,Phone,408
8955,2022-09-17,Vacuum cleaner,238
8957,2022-09-17,Microwave oven,205
8965,2022-09-17,coffee machine,116
9052,2022-09-17,Vacuum cleaner,459
9112,2022-09-17,TV,2453
9129,2022-09-17,Microwave oven,451$
9165,2022-09-17,Laptop,2471
9202,2022-09-17,coffee machine,1923
9229,2022-09-17,Phone,895
9233,2022-09-17,Microwave oven,239
9239,2022-09-17,Microwave oven,295
9249,2022-09-17,coffee machine,4849
9291,2022-09-17,TV,2050
9296,2022-09-17,TV,2018
9338,2022-09-17,TV,1788$
9355,2022-09-17,Vacuum cleaner,655
9401,2022-09-17,Microwave oven,311
9414,2022-09-17,Microwave oven,125
9417,2022-09-17,Phone,811
9437,2022-09-17,coffee machine,2795
9444,2022-09-17,Laptop,1512$
9446,2022-09-17,coffee machine,4965
9481,2022-09-17,Microwave oven,535
9515,2022-09-17,Microwave oven,489
9546,2022-09-17,TV,2389
9595,2022-09-17,Vacuum cleaner,620
9604,2022-09-17,coffee machine,174
9621,2022-09-17,coffee machine,2643
9637,2022-09-17,Vacuum cleaner,648
9644,2022-09-17,TV,538
9660,2022-09-17,Laptop,2667
9660,2022-09-17,Phone,606
9690,2022-09-17,Laptop,2240$
9711,2022-09-17,Laptop,599
9738,2022-09-17,Laptop,1494
9777,2022-09-17,TV,2494
9779,2022-09-17,TV,1766$
9812,2022-09-17,Phone,400
9850,2022-09-17,Laptop,1164
9859,2022-09-17,Vacuum cleaner,207
9872,2022-09-17,Vacuum cleaner,427
9898,2022-09-17,Microwave oven,538$
9900,2022-09-17,Vacuum cleaner,770
9900,2022-09-17,Microwave oven,306
9927,2022-09-17,Laptop,2989
9930,2022-09-17,Vacuum cleaner,569
9962,2022-09-17,Microwave oven,573
10035,2022-09-17,Vacuum cleaner,710
10052,2022-09-17,Vacuum cleaner,278
10054,2022-09-17,Vacuum cleaner,366$
10072,2022-09-17,Vacuum cleaner,80
10078,2022-09-17,Phone,1400
10099,2022-09-17,Vacuum cleaner,743$
10146,2022-09-17,Microwave oven,201
10163,2022-09-17,Vacuum cleaner,734
10241,2022-09-17,Phone,841$
10264,2022-09-17,Vacuum cleaner,763$
10264,2022-09-17,TV,2480$
10270,2022-09-17,TV,1940
10289,2022-09-17,Microwave oven,233
10292,2022-09-17,TV,576
10299,2022-09-17,coffee machine,3558
10350,2022-09-17,Phone,634
10356,2022-09-17,Laptop,787
10375,2022-09-17,Laptop,1179
10404,2022-09-17,TV,1686
10429,2022-09-17,Vacuum cleaner,551
10493,2022-09-17,Laptop,3317$
10500,2022-09-17,Microwave oven,560
10515,2022-09-17,Vacuum cleaner,332$
10529,2022-09-17,coffee machine,4651
10581,2022-09-17,Vacuum cleaner,334$
10628,2022-09-17,coffee machine,4732
10669,2022-09-17,Phone,1227
10691,2022-09-17,coffee machine,4101
10709,2022-09-17,Microwave oven,513
10714,2022-09-17,Microwave oven,591
10752,2022-09-17,coffee machine,4252$
10761,2022-09-17,coffee machine,1909
10790,2022-09-17,Laptop,1102$
10796,2022-09-17,Microwave oven,555$
10811,2022-09-17,Phone,1119
10843,2022-09-17,Microwave oven,489
10853,2022-09-17,Laptop,783
10896,2022-09-17,Microwave oven,128
10934,2022-09-17,TV,1426
10935,2022-09-17,Laptop,1429
10945,2022-09-17,TV,2209
10987,2022-09-17,coffee machine,149$
11030,2022-09-17,TV,2299
11064,2022-09-17,TV,1639
11080,2022-09-17,Vacuum cleaner,796$
11163,2022-09-17,Phone,965$
11196,2022-09-17,TV,641
11209,2022-09-17,Laptop,915
11246,2022-09-17,TV,1322$
11279,2022-09-17,Microwave oven,267
11301,2022-09-17,Vacuum cleaner,560$
11320,2022-09-17,Phone,883
11347,2022-09-17,Laptop,2269
11393,2022-09-17,Laptop,2672
11403,2022-09-17,Vacuum cleaner,542
11410,2022-09-17,Laptop,2878
11414,2022-09-17,Microwave oven,233
11449,2022-09-17,TV,1854$
11457,2022-09-17,Phone,1221
11466,2022-09-17,Vacuum cleaner,792
11469,2022-09-17,Vacuum cleaner,97
11490,2022-09-17,coffee machine,3268
11503,2022-09-17,Microwave oven,147$
11536,2022-09-17,Microwave oven,166
11595,2022-09-17,Vacuum cleaner,485
11608,2022-09-17,TV,2169
11632,2022-09-17,coffee machine,3535$
11643,2022-09-17,Microwave oven,275$
11679,2022-09-17,Laptop,2235$
11765,2022-09-17,coffee machine,924
11769,2022-09-17,Phone,1132
11838,2022-09-17,Microwave oven,142
11858,2022-09-17,coffee machine,1953
11905,2022-09-17,Phone,1408
11908,2022-09-17,Vacuum cleaner,637
11927,2022-09-17,Phone,1253
11931,2022-09-17,Laptop,1349
11935,2022-09-17,Vacuum cleaner,434
11981,2022-09-17,Vacuum cleaner,419
11997,2022-09-17,Phone,604
12019,2022-09-17,TV,2042
12022,2022-09-17,Phone,315
12030,2022-09-17,Microwave oven,305
12035,2022-09-17,Microwave oven,115
12063,2022-09-17,Laptop,554$
12133,2022-09-17,Vacuum cleaner,493
12148,2022-09-17,Vacuum cleaner,286$
12209,2022-09-17,Vacuum cleaner,572
12237,2022-09-17,Microwave oven,520
12238,2022-09-17,coffee machine,3219
12268,2022-09-17,Microwave oven,219$
12304,2022-09-17,TV,1911
12313,2022-09-17,Vacuum cleaner,466$
12319,2022-09-17,coffee machine,4082
12334,2022-09-17,Laptop,820
12341,2022-09-17,Vacuum cleaner,383
12358,2022-09-17,Microwave oven,137$
12364,2022-09-17,TV,762
12369,2022-09-17,Laptop,1087
12376,2022-09-17,Vacuum cleaner,717$
12390,2022-09-17,Microwave oven,271
12394,2022-09-17,Microwave oven,552
12413,2022-09-17,coffee machine,2557
12459,2022-09-17,Laptop,3002$
12462,2022-09-17,Laptop,2701
12466,2022-09-17,TV,743
12468,2022-09-17,coffee machine,4925
12472,2022-09-17,Phone,918
12478,2022-09-17,Vacuum cleaner,617$
12510,2022-09-17,Vacuum cleaner,558$
12520,2022-09-17,TV,2404
12557,2022-09-17,coffee machine,3320$
12581,2022-09-17,coffee machine,2432$
12586,2022-09-17,Phone,1013
12607,2022-09-17,Phone,384
12631,2022-09-17,coffee machine,4751
12665,2022-09-17,Microwave oven,588
12714,2022-09-17,Microwave oven,459$
12760,2022-09-17,Microwave oven,371$
12765,2022-09-17,Laptop,1446
12809,2022-09-17,Laptop,525$
12854,2022-09-17,coffee machine,1359
12857,2022-09-17,Laptop,3086
12870,2022-09-17,TV,702
12900,2022-09-17,Laptop,2072$
12904,2022-09-17,Phone,711
12949,2022-09-17,coffee machine,3873
12964,2022-09-17,Microwave oven,187
12965,2022-09-17,Phone,272$
12966,2022-09-17,Vacuum cleaner,134
12997,2022-09-17,TV,690
13009,2022-09-17,Microwave oven,165$
13074,2022-09-17,coffee machine,2852
13082,2022-09-17,Phone,890
13088,2022-09-17,TV,1611
13121,2022-09-17,Phone,427
13168,2022-09-17,coffee machine,467
13176,2022-09-17,Vacuum cleaner,503
13183,2022-09-17,Laptop,1067$
13190,2022-09-17,Microwave oven,373
13193,2022-09-17,TV,1863
13202,2022-09-17,Vacuum cleaner,225
13238,2022-09-17,Laptop,2216
13255,2022-09-17,Phone,1324
13276,2022-09-17,Phone,534
13285,2022-09-17,Phone,1222
13292,2022-09-17,Laptop,1549
13313,2022-09-17,Vacuum cleaner,216
13331,2022-09-17,Microwave oven,492
13362,2022-09-17,TV,830
13368,2022-09-17,coffee machine,689
13378,2022-09-17,coffee machine,505
13425,2022-09-17,Vacuum cleaner,609$
13432,2022-09-17,Microwave oven,141$
13447,2022-09-17,Vacuum cleaner,592$
13454,2022-09-17,coffee machine,1111
13456,2022-09-17,Microwave oven,135
13488,2022-09-17,TV,1379
13493,2022-09-17,Vacuum cleaner,260$
13504,2022-09-17,Microwave oven,500$
13533,2022-09-17,Microwave oven,190$
13549,2022-09-17,coffee machine,4405
13566,2022-09-17,Phone,1096
13591,2022-09-17,Phone,1316
13620,2022-09-17,Microwave oven,316
13625,2022-09-17,Laptop,700
13650,2022-09-17,Laptop,1785
13651,2022-09-17,Phone,1355
13668,2022-09-17,TV,2130
13703,2022-09-17,Laptop,3144$
13733,2022-09-17,Vacuum cleaner,515
13769,2022-09-17,Vacuum cleaner,422
13780,2022-09-17,Phone,723
13805,2022-09-17,Microwave oven,159
13813,2022-09-17,TV,1705
13816,2022-09-17,coffee machine,975
13823,2022-09-17,Microwave oven,238$
13841,2022-09-17,coffee machine,4941$
13851,2022-09-17,Laptop,2153
13896,2022-09-17,Vacuum cleaner,444
13905,2022-09-17,Microwave oven,559
13954,2022-09-17,coffee machine,3870$
13976,2022-09-17,Laptop,2433
14017,2022-09-17,Phone,590
14041,2022-09-17,Laptop,974
14058,2022-09-17,coffee machine,2859
14063,2022-09-17,Laptop,958$
14066,2022-09-17,Microwave oven,511
14076,2022-09-17,TV,1684
14120,2022-09-17,coffee machine,626
14169,2022-09-17,Laptop,2112
14204,2022-09-17,coffee machine,4412
14221,2022-09-17,TV,2108
14238,2022-09-17,coffee machine,4446
14255,2022-09-17,Phone,1000
14262,2022-09-17,TV,1239
14275,2022-09-17,coffee machine,2178
14290,2022-09-17,TV,1590$
14302,2022-09-17,coffee machine,1879$
14314,2022-09-17,Vacuum cleaner,546
14340,2022-09-17,TV,1309
14344,2022-09-17,Phone,764
14345,2022-09-17,Microwave oven,351$
14372,2022-09-17,Laptop,931
14376,2022-09-17,Vacuum cleaner,738
14401,2022-09-17,Laptop,3103$
14404,2022-09-17,coffee machine,3533
14433,2022-09-17,Laptop,1201$
14488,2022-09-17,Laptop,2310
14494,2022-09-17,Microwave oven,371
14507,2022-09-17,TV,2306$
14530,2022-09-17,TV,1563
14540,2022-09-17,TV,805
14549,2022-09-17,Laptop,983
14550,2022-09-17,Phone,811$
14559,2022-09-17,Laptop,1844
14607,2022-09-17,Vacuum cleaner,538
14608,2022-09-17,Microwave oven,435
14620,2022-09-17,Vacuum cleaner,494
14684,2022-09-17,Laptop,2188
14700,2022-09-17,Vacuum cleaner,506
14701,2022-09-17,coffee machine,3314
14732,2022-09-17,TV,805
14741,2022-09-17,coffee machine,4943
14752,2022-09-17,coffee machine,2471
14770,2022-09-17,Microwave oven,445
14833,2022-09-17,coffee machine,1129
14838,2022-09-17,Vacuum cleaner,715
14842,2022-09-17,Phone,1027
14857,2022-09-17,Phone,956
14871,2022-09-17,Microwave oven,525
14895,2022-09-17,TV,1393
14935,2022-09-17,coffee machine,4650
14938,2022-09-17,Microwave oven,493
14952,2022-09-17,Laptop,3479
14977,2022-09-17,coffee machine,2652
15000,2022-09-17,Phone,1271
15008,2022-09-17,TV,1760
15009,2022-09-17,Phone,878$
15028,2022-09-17,Laptop,1687$
15046,2022-09-17,coffee machine,2678
15063,2022-09-17,TV,2013
15099,2022-09-17,TV,2493$
15116,2022-09-17,TV,1420
15131,2022-09-17,Vacuum cleaner,547
15133,2022-09-17,Phone,1324$
15148,2022-09-17,TV,1557$
15157,2022-09-17,TV,1921
15189,2022-09-17,coffee machine,1292
15197,2022-09-17,Microwave oven,283$
15229,2022-09-17,coffee machine,322$
15281,2022-09-17,Vacuum cleaner,366
15308,2022-09-17,Laptop,2379$
15318,2022-09-17,coffee machine,4853
15326,2022-09-17,Microwave oven,428
15341,2022-09-17,Phone,422
15344,2022-09-17,Vacuum cleaner,342
15352,2022-09-17,TV,1568
15380,2022-09-17,Microwave oven,514
15382,2022-09-17,coffee machine,2619$
15407,2022-09-17,Laptop,3275
15438,2022-09-17,Microwave oven,507
15451,2022-09-17,Vacuum cleaner,635
15457,2022-09-17,TV,523
15458,2022-09-17,Laptop,2638
15467,2022-09-17,Vacuum cleaner,717
15483,2022-09-17,coffee machine,1800
15517,2022-09-17,Laptop,788$
15559,2022-09-17,Vacuum cleaner,352
15564,2022-09-17,Microwave oven,261
